subset,file_name,abs_image_path
32pills,1969_jpg.rf.5caa6c7ea7aa297e5da49710c5396d09.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1969_jpg.rf.5caa6c7ea7aa297e5da49710c5396d09.jpg
32pills,196_jpg.rf.94cbc95b4fdf74efee9210ea0887bdc8.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\196_jpg.rf.94cbc95b4fdf74efee9210ea0887bdc8.jpg
32pills,1970_jpg.rf.debb9d119aaf194aabf07d91ad2d9375.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1970_jpg.rf.debb9d119aaf194aabf07d91ad2d9375.jpg
32pills,1971_jpg.rf.0e110ab911c787b3ee9a6c636f5c90b2.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1971_jpg.rf.0e110ab911c787b3ee9a6c636f5c90b2.jpg
32pills,1972_jpg.rf.dd79f7944aeba977c5a601ed455f6d5d.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1972_jpg.rf.dd79f7944aeba977c5a601ed455f6d5d.jpg
32pills,1973_jpg.rf.e542235ec78085ad5706501927f64321.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1973_jpg.rf.e542235ec78085ad5706501927f64321.jpg
32pills,1974_jpg.rf.a0fdc30068df24865ab49d8ce1e8401f.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1974_jpg.rf.a0fdc30068df24865ab49d8ce1e8401f.jpg
32pills,1975_jpg.rf.c28d62150f4ccf7aa7c5fb0b06a9fed8.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1975_jpg.rf.c28d62150f4ccf7aa7c5fb0b06a9fed8.jpg
32pills,1976_jpg.rf.40c24de66594367178eba5e7c2643b81.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1976_jpg.rf.40c24de66594367178eba5e7c2643b81.jpg
32pills,1977_jpg.rf.bba07c0647b427097c0e47e5df320694.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1977_jpg.rf.bba07c0647b427097c0e47e5df320694.jpg
32pills,1978_jpg.rf.3019a3c30aec0a908e8663e43da34798.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1978_jpg.rf.3019a3c30aec0a908e8663e43da34798.jpg
32pills,1979_jpg.rf.5df9305471fbbf8fe155a33223feb9d5.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1979_jpg.rf.5df9305471fbbf8fe155a33223feb9d5.jpg
32pills,197_jpg.rf.d5b14cce11851e0032992a585bd84d52.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\197_jpg.rf.d5b14cce11851e0032992a585bd84d52.jpg
32pills,1980_jpg.rf.0f0fe8c89c5c7b1efea6fd2fa8047480.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1980_jpg.rf.0f0fe8c89c5c7b1efea6fd2fa8047480.jpg
32pills,1981_jpg.rf.3de40d1eb4a9f0f26c7e70f64552d677.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1981_jpg.rf.3de40d1eb4a9f0f26c7e70f64552d677.jpg
32pills,1982_jpg.rf.629f1c3d4b931731d96ee64075c70051.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1982_jpg.rf.629f1c3d4b931731d96ee64075c70051.jpg
32pills,1983_jpg.rf.7ca61e44c7f9423f4b782c02bed3395d.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1983_jpg.rf.7ca61e44c7f9423f4b782c02bed3395d.jpg
32pills,1984_jpg.rf.1ed2304e079f16ea75814229a0b742ff.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1984_jpg.rf.1ed2304e079f16ea75814229a0b742ff.jpg
32pills,1985_jpg.rf.86d9df5d90b83db977838bdf33f5eb6a.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1985_jpg.rf.86d9df5d90b83db977838bdf33f5eb6a.jpg
32pills,1986_jpg.rf.744dc50fa4cfa0858fb266cb375723ba.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1986_jpg.rf.744dc50fa4cfa0858fb266cb375723ba.jpg
32pills,1987_jpg.rf.12ed92295b7250a13ac58486d7bda7bc.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1987_jpg.rf.12ed92295b7250a13ac58486d7bda7bc.jpg
32pills,1988_jpg.rf.0361b3036d2e2fad25de538afe826013.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1988_jpg.rf.0361b3036d2e2fad25de538afe826013.jpg
32pills,1989_jpg.rf.7545f40c7f000c53291244335c6ba52f.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1989_jpg.rf.7545f40c7f000c53291244335c6ba52f.jpg
32pills,198_jpg.rf.dec77dca265d3a9c577d33064f2b4257.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\198_jpg.rf.dec77dca265d3a9c577d33064f2b4257.jpg
32pills,1990_jpg.rf.c0a28884ddf009adde6db496c1710bd0.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1990_jpg.rf.c0a28884ddf009adde6db496c1710bd0.jpg
32pills,1991_jpg.rf.82ba02d44274d06dc117cbdf67d73640.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1991_jpg.rf.82ba02d44274d06dc117cbdf67d73640.jpg
32pills,1992_jpg.rf.d1c0ef74244b2370cbf9e3e866c45c19.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1992_jpg.rf.d1c0ef74244b2370cbf9e3e866c45c19.jpg
32pills,1993_jpg.rf.10071cdabf70b16c2f2de9c133d35df8.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1993_jpg.rf.10071cdabf70b16c2f2de9c133d35df8.jpg
32pills,1994_jpg.rf.59042cb75260094b60dc760a83d4b824.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1994_jpg.rf.59042cb75260094b60dc760a83d4b824.jpg
32pills,1995_jpg.rf.e4979b923a5af039c95c9cfa770b29dd.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1995_jpg.rf.e4979b923a5af039c95c9cfa770b29dd.jpg
32pills,1996_jpg.rf.09f0c70f1bd46353fe9d56af3b1a13ae.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1996_jpg.rf.09f0c70f1bd46353fe9d56af3b1a13ae.jpg
32pills,1997_jpg.rf.995df875745809ede9e0399d5b40a711.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1997_jpg.rf.995df875745809ede9e0399d5b40a711.jpg
32pills,1998_jpg.rf.e79458c219568918b5b87ab09151f4c8.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1998_jpg.rf.e79458c219568918b5b87ab09151f4c8.jpg
32pills,1999_jpg.rf.8c788e3f5329625d95cf840eede539f4.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1999_jpg.rf.8c788e3f5329625d95cf840eede539f4.jpg
32pills,199_jpg.rf.8c05d8a80494351505e60c9057d4790a.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\199_jpg.rf.8c05d8a80494351505e60c9057d4790a.jpg
32pills,19_jpg.rf.98508f54bc4ff1848b73b1152345b278.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\19_jpg.rf.98508f54bc4ff1848b73b1152345b278.jpg
32pills,1_jpg.rf.fd7120a763376c930d6173713244fa97.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\1_jpg.rf.fd7120a763376c930d6173713244fa97.jpg
32pills,2000_jpg.rf.33a13296bb2a324ce867691c5ce28a59.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2000_jpg.rf.33a13296bb2a324ce867691c5ce28a59.jpg
32pills,2001_jpg.rf.1c3423af3592ac7cbaa1d7cd19ea6795.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2001_jpg.rf.1c3423af3592ac7cbaa1d7cd19ea6795.jpg
32pills,2002_jpg.rf.0b7a3f0add72eadbf25587864d179d0a.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2002_jpg.rf.0b7a3f0add72eadbf25587864d179d0a.jpg
32pills,2003_jpg.rf.6f13cf723b869a8fa24ea004409b38e6.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2003_jpg.rf.6f13cf723b869a8fa24ea004409b38e6.jpg
32pills,2004_jpg.rf.4008f5d154aa1dbf531be960c3c50898.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2004_jpg.rf.4008f5d154aa1dbf531be960c3c50898.jpg
32pills,2005_jpg.rf.705ad4e21da3c59f5cbcd2590319afef.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2005_jpg.rf.705ad4e21da3c59f5cbcd2590319afef.jpg
32pills,2006_jpg.rf.d709e4230dccdfdcffbc36d2c45914c8.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2006_jpg.rf.d709e4230dccdfdcffbc36d2c45914c8.jpg
32pills,2007_jpg.rf.a9c622fd1dfe454c1557d56f128c94cd.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2007_jpg.rf.a9c622fd1dfe454c1557d56f128c94cd.jpg
32pills,2008_jpg.rf.97f7957fe37f5f4c6861d58da269e72a.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2008_jpg.rf.97f7957fe37f5f4c6861d58da269e72a.jpg
32pills,2009_jpg.rf.e7bf85a64417051a8757d2b7823d2fa2.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2009_jpg.rf.e7bf85a64417051a8757d2b7823d2fa2.jpg
32pills,200_jpg.rf.94520a763e38f32e2fa33fa5a897cda9.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\200_jpg.rf.94520a763e38f32e2fa33fa5a897cda9.jpg
32pills,2010_jpg.rf.74f0fb0bab856e50f3efa34d2b78b360.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2010_jpg.rf.74f0fb0bab856e50f3efa34d2b78b360.jpg
32pills,2011_jpg.rf.1c182f77e4ac987b084b717894d3a10b.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2011_jpg.rf.1c182f77e4ac987b084b717894d3a10b.jpg
32pills,2012_jpg.rf.a3a594d50a2e5ca473fcf7c250897709.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2012_jpg.rf.a3a594d50a2e5ca473fcf7c250897709.jpg
32pills,2013_jpg.rf.40a0fbdda2e5e2d6b32504e25bc343e8.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2013_jpg.rf.40a0fbdda2e5e2d6b32504e25bc343e8.jpg
32pills,2014_jpg.rf.c56dd73c9082be05cfb0ef3b4b91eff0.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2014_jpg.rf.c56dd73c9082be05cfb0ef3b4b91eff0.jpg
32pills,2015_jpg.rf.ee7edbda2f66299f964dade238a7efd6.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2015_jpg.rf.ee7edbda2f66299f964dade238a7efd6.jpg
32pills,2016_jpg.rf.59c72af820c370639951157bcd3acdda.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2016_jpg.rf.59c72af820c370639951157bcd3acdda.jpg
32pills,2017_jpg.rf.673fcf55c11e1df356623e4114bb3e44.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2017_jpg.rf.673fcf55c11e1df356623e4114bb3e44.jpg
32pills,2018_jpg.rf.da6009e22123ccebbb42ee7963e6714c.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2018_jpg.rf.da6009e22123ccebbb42ee7963e6714c.jpg
32pills,2019_jpg.rf.228e270475ee32c0cca19151d98cdacf.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2019_jpg.rf.228e270475ee32c0cca19151d98cdacf.jpg
32pills,201_jpg.rf.0663821ce0c222cc589bae46d23c5ce3.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\201_jpg.rf.0663821ce0c222cc589bae46d23c5ce3.jpg
32pills,2020_jpg.rf.c28cebf777e8d7c92a235db4544d74ae.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2020_jpg.rf.c28cebf777e8d7c92a235db4544d74ae.jpg
32pills,2021_jpg.rf.07bc5d844d4b5a9315659a47e5a80d99.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2021_jpg.rf.07bc5d844d4b5a9315659a47e5a80d99.jpg
32pills,2022_jpg.rf.14013914bfcee54744b419df73f0967f.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2022_jpg.rf.14013914bfcee54744b419df73f0967f.jpg
32pills,2023_jpg.rf.b43e50253a7136ed3fb831fb548bae25.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\2023_jpg.rf.b43e50253a7136ed3fb831fb548bae25.jpg
32pills,20240228_151548_jpg.rf.265f86abcf10ec9b92eb84f5cdfc1312.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151548_jpg.rf.265f86abcf10ec9b92eb84f5cdfc1312.jpg
32pills,20240228_151553_jpg.rf.456123fe562faa4ae5387ae9f285f31b.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151553_jpg.rf.456123fe562faa4ae5387ae9f285f31b.jpg
32pills,20240228_151559_jpg.rf.9b0c5afbb5b374d03be6c7d3577595a0.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151559_jpg.rf.9b0c5afbb5b374d03be6c7d3577595a0.jpg
32pills,20240228_151608_jpg.rf.679ae9efb837782f8e984acef4c01fcb.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151608_jpg.rf.679ae9efb837782f8e984acef4c01fcb.jpg
32pills,20240228_151622_jpg.rf.e1e9bb22e8a154654be010b39813a21f.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151622_jpg.rf.e1e9bb22e8a154654be010b39813a21f.jpg
32pills,20240228_151722_jpg.rf.3904474ae42343c272756b964821c1ee.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151722_jpg.rf.3904474ae42343c272756b964821c1ee.jpg
32pills,20240228_151727_jpg.rf.ffb33a0fe0e4b49587227c0b748c88da.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151727_jpg.rf.ffb33a0fe0e4b49587227c0b748c88da.jpg
32pills,20240228_151749_jpg.rf.416c621e33eb07b5130715856318b550.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151749_jpg.rf.416c621e33eb07b5130715856318b550.jpg
32pills,20240228_151755_jpg.rf.fe7f61206ce287d5a6362102707f268c.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151755_jpg.rf.fe7f61206ce287d5a6362102707f268c.jpg
32pills,20240228_151809_jpg.rf.fcd332ef6627f0aa3869bad00be8485d.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151809_jpg.rf.fcd332ef6627f0aa3869bad00be8485d.jpg
32pills,20240228_151846_jpg.rf.6c621fca115ff41e24c7719ef61f96ac.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151846_jpg.rf.6c621fca115ff41e24c7719ef61f96ac.jpg
32pills,20240228_151850_jpg.rf.2290e4bdc7d58c7482484b2601ba9db1.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151850_jpg.rf.2290e4bdc7d58c7482484b2601ba9db1.jpg
32pills,20240228_151859_jpg.rf.a4fddd59e4c2af16c7ca414f35c1767d.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151859_jpg.rf.a4fddd59e4c2af16c7ca414f35c1767d.jpg
32pills,20240228_151905_jpg.rf.d83578fad44da51c0755d68c9e456556.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151905_jpg.rf.d83578fad44da51c0755d68c9e456556.jpg
32pills,20240228_151919_jpg.rf.fffc9215a935f33e9e1abc7e264276d5.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151919_jpg.rf.fffc9215a935f33e9e1abc7e264276d5.jpg
32pills,20240228_151935_jpg.rf.80530165580778303543fcc95250f9ff.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_151935_jpg.rf.80530165580778303543fcc95250f9ff.jpg
32pills,20240228_152017_jpg.rf.cffb42f68d8cf472e7a0d586bd600d1c.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152017_jpg.rf.cffb42f68d8cf472e7a0d586bd600d1c.jpg
32pills,20240228_152024_jpg.rf.9d07b16c8d2f3254a7e6aee7e04f2607.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152024_jpg.rf.9d07b16c8d2f3254a7e6aee7e04f2607.jpg
32pills,20240228_152029_jpg.rf.17f5ef8b8841d0988197099d56347267.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152029_jpg.rf.17f5ef8b8841d0988197099d56347267.jpg
32pills,20240228_152037_jpg.rf.899db66483f744ae44e43bdca6e9f54f.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152037_jpg.rf.899db66483f744ae44e43bdca6e9f54f.jpg
32pills,20240228_152047_jpg.rf.919f1762150364bf2d7ed869d6eab89e.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152047_jpg.rf.919f1762150364bf2d7ed869d6eab89e.jpg
32pills,20240228_152056_jpg.rf.21afe9a901a6b7083e6ab785cce26370.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152056_jpg.rf.21afe9a901a6b7083e6ab785cce26370.jpg
32pills,20240228_152110_jpg.rf.5b0021be482a37ef6641e84136c69850.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152110_jpg.rf.5b0021be482a37ef6641e84136c69850.jpg
32pills,20240228_152134_jpg.rf.c84d2b8ee03746bd36b1b51880b31438.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152134_jpg.rf.c84d2b8ee03746bd36b1b51880b31438.jpg
32pills,20240228_152148_jpg.rf.64edea85ffcf3e676aa3bf9ba1b4b9c6.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152148_jpg.rf.64edea85ffcf3e676aa3bf9ba1b4b9c6.jpg
32pills,20240228_152152_jpg.rf.95d380086e5708d73b449e73ef57fe5b.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152152_jpg.rf.95d380086e5708d73b449e73ef57fe5b.jpg
32pills,20240228_152154_jpg.rf.1c60f846bb3177736bad1c67c151b68c.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152154_jpg.rf.1c60f846bb3177736bad1c67c151b68c.jpg
32pills,20240228_152158_jpg.rf.1e8d083a38043df1bd48fabd090ea681.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152158_jpg.rf.1e8d083a38043df1bd48fabd090ea681.jpg
32pills,20240228_152205_jpg.rf.a3771698f8e4ad1d0c9ead3c7db709b8.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152205_jpg.rf.a3771698f8e4ad1d0c9ead3c7db709b8.jpg
32pills,20240228_152206_jpg.rf.01391b955d67613a5a2c5d96cb9a42ad.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152206_jpg.rf.01391b955d67613a5a2c5d96cb9a42ad.jpg
32pills,20240228_152215_jpg.rf.2ed05a7ee72588f9cce0ef02f46c790e.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152215_jpg.rf.2ed05a7ee72588f9cce0ef02f46c790e.jpg
32pills,20240228_152218_jpg.rf.622bd408a1e5468bf359be6a22feb5a4.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152218_jpg.rf.622bd408a1e5468bf359be6a22feb5a4.jpg
32pills,20240228_152300_jpg.rf.bb6a615a9e52d64b680b52b65adca42e.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152300_jpg.rf.bb6a615a9e52d64b680b52b65adca42e.jpg
32pills,20240228_152304_jpg.rf.c946101722e5eb215fb63a865fad35c3.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152304_jpg.rf.c946101722e5eb215fb63a865fad35c3.jpg
32pills,20240228_152310_jpg.rf.c2f4d852af4c42ae333dd672546ac18d.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152310_jpg.rf.c2f4d852af4c42ae333dd672546ac18d.jpg
32pills,20240228_152315_jpg.rf.fbaa0fc8a0efa1dc1203ba76f37a1be4.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\32pills\images\20240228_152315_jpg.rf.fbaa0fc8a0efa1dc1203ba76f37a1be4.jpg
